index,cui,en,en_id,isa,same_as,Usagi_en,Usagi_match_score
2055,C0036079,Salicylic Acid,en_2055,None,None,salicylic acid (Usagi match score=1),1
2056,C0036082,Saline,en_2056,None,None,Saline (Usagi match score=1),1
2057,C0036087,saliva,en_2057,None,None,Saliva (Usagi match score=1),1
2058,C0036093,Salivary Gland Diseases,en_2058,None,None,Disorder of salivary gland (Usagi match score=0.964965582),0.964965582
2059,C0036098,Salivary Glands,en_2059,None,None,CT of salivary glands (Usagi match score=0.902727604),0.902727604
2060,C0036099,Minor salivary gland structure,en_2060,None,None,Minor salivary gland structure (Usagi match score=1),1
2061,C0036104,secretion of saliva,en_2061,None,None,Excessive salivation (Usagi match score=0.81963408),0.81963408
2062,C0036111,Salmonella,en_2062,None,None,Salmonella (Usagi match score=1),1
2063,C0036140,Salts,en_2063,None,None,bile salts (Usagi match score=0.749718726),0.749718726
2064,C0036202,Sarcoidosis,en_2064,None,None,Sarcoidosis (Usagi match score=1),1
2065,C0036225,Sarcomeres,en_2065,None,None,Sarcoma (Usagi match score=0.723932922),0.723932922
2066,C0036310,Scheuermann's Disease,en_2066,None,None,Familial osteoarthropathy of the fingers (Usagi match score=0.692260325),0.692260325
2067,C0036323,Schistosomiasis,en_2067,None,None,Infection by Schistosoma (Usagi match score=1),1
2068,C0036341,Schizophrenia,en_2068,None,None,Schizophrenia (Usagi match score=1),1
2069,C0036396,Sciatica,en_2069,None,None,Sciatica (Usagi match score=1),1
2070,C0036411,Scleral Buckling,en_2070,None,None,Scleral buckling (Usagi match score=1),1
2071,C0036421,Systemic Scleroderma,en_2071,None,None,Systemic sclerosis (Usagi match score=1),1
2072,C0036429,Sclerosis,en_2072,None,None,Sclerosis (Usagi match score=1),1
2073,C0036439,"Scoliosis, unspecified",en_2073,None,None,Unspecified (Usagi match score=0.669194043),0.669194043
2074,C0036474,Scurvy,en_2074,None,None,Ascorbic acid deficiency (Usagi match score=1),1
2075,C0036557,Sedatives,en_2075,None,None,Sedation (Usagi match score=0.760204136),0.760204136
2076,C0036572,Seizures,en_2076,None,None,Seizures (Usagi match score=1),1
2077,C0036581,Selenium,en_2077,None,None,selenium (Usagi match score=1),1
2078,C0036592,Self Care,en_2078,None,None,Self care (Usagi match score=1),1
2079,C0036602,Self Stimulation,en_2079,None,None,Stimulation (Usagi match score=0.667882323),0.667882323
2080,C0036605,Self-Help Devices,en_2080,None,None,Guided self-help (Usagi match score=0.745845437),0.745845437
2081,C0036631,Seminoma,en_2081,None,None,Seminoma (Usagi match score=1),1
2082,C0036638,Sendai virus,en_2082,None,None,Sendai virus (Usagi match score=1),1
2083,C0036658,Esthesia,en_2083,None,None,Sensory perception (Usagi match score=1),1
2084,C0036679,Diastasis,en_2084,None,None,Separation (Usagi match score=1),1
2085,C0036685,Gram-negative septicemia NOS,en_2085,None,None,Endotoxic shock (Usagi match score=0.793037057),0.793037057
2086,C0036690,Septicemia,en_2086,None,None,Septicemia (Usagi match score=1),1
2087,C0036720,Serine,en_2087,None,None,Serine (Usagi match score=1),1
2088,C0036733,Serine Proteinase Inhibitors,en_2088,None,None,Serine proteinase inhibitor (Usagi match score=0.952181518),0.952181518
2089,C0036734,Serine Protease,en_2089,None,None,Serine protease (Usagi match score=1),1
2090,C0036751,Serotonin,en_2090,None,None,serotonin (Usagi match score=1),1
2091,C0036766,Serratia marcescens,en_2091,None,None,Serratia marcescens (Usagi match score=1),1
2092,C0036770,Structure of sertoli cell,en_2092,None,None,Structure of sertoli cell (Usagi match score=1),1
2093,C0036864,Sex Behavior,en_2093,None,None,Behavior (Usagi match score=0.808080256),0.808080256
2094,C0036884,Gonadal Steroid Hormones,en_2094,None,None,Gonadal hormone (Usagi match score=0.769514441),0.769514441
2095,C0036916,Sexually Transmitted Diseases,en_2095,None,None,Sexually transmitted infectious disease (Usagi match score=0.981261611),0.981261611
2096,C0036973,Shivering,en_2096,None,None,Chill (Usagi match score=1),1
2097,C0036974,Shock,en_2097,None,None,Shock (Usagi match score=1),1
2098,C0036980,"Shock, Cardiogenic",en_2098,None,None,Cardiogenic shock (Usagi match score=0.729676366),0.729676366
2099,C0036981,"Shock, Endotoxic",en_2099,None,None,Endotoxic shock (Usagi match score=0.713588715),0.713588715
2100,C0036982,"Shock, Hemorrhagic",en_2100,None,None,Hemorrhagic shock (Usagi match score=0.775474131),0.775474131
2101,C0036983,Septic Shock,en_2101,None,None,Septic shock (Usagi match score=1),1
2102,C0037050,Sick Building Syndrome,en_2102,None,None,Sick building syndrome (Usagi match score=1),1
2103,C0037054,Sickle Cell Trait,en_2103,None,None,Sickle cell trait (Usagi match score=1),1
2104,C0037080,Signal Pathways,en_2104,None,None,Care pathway (Usagi match score=0.701982856),0.701982856
2105,C0037083,Signal Transduction,en_2105,None,None,Signal transduction (Usagi match score=1),1
2106,C0037088,Signs and Symptoms,en_2106,None,None,Breast signs and symptoms (Usagi match score=0.908454001),0.908454001
2107,C0037090,"Signs and Symptoms, Respiratory",en_2107,None,None,Respiratory signs & symptoms (Usagi match score=0.713913381),0.713913381
2108,C0037098,Silicon Dioxide,en_2108,None,None,Silicon dioxide (Usagi match score=1),1
2109,C0037107,Silicon,en_2109,None,None,Silicon (Usagi match score=1),1
2110,C0037135,Silymarin,en_2110,None,None,silymarin (Usagi match score=1),1
2111,C0037179,Unmarried person,en_2111,None,None,Unmarried (Usagi match score=0.838782728),0.838782728
2112,C0037199,Sinusitis,en_2112,None,None,Sinusitis (Usagi match score=1),1
2113,C0037267,Integumentary system,en_2113,None,None,Structure of integumentary system (Usagi match score=1),1
2114,C0037268,Skin Abnormalities,en_2114,None,None,Abnormal skin pH (Usagi match score=0.736450255),0.736450255
2115,C0037274,skin disorder,en_2115,None,None,Disorder of skin (Usagi match score=1),1
2116,C0037278,"Skin Diseases, Infectious",en_2116,None,None,Personal Medical History: Infectious Diseases (Usagi match score=0.721124172),0.721124172
2117,C0037285,Skin Manifestations,en_2117,None,None,Manifestation of (Usagi match score=0.756385028),0.756385028
2118,C0037301,Skin Wrinkling,en_2118,None,None,Finger wrinkling (Usagi match score=0.760196805),0.760196805
2119,C0037313,Sleep,en_2119,None,None,Sleep (Usagi match score=1),1
2120,C0037315,Sleep Apnea Syndromes,en_2120,None,None,Sleep apnea (Usagi match score=0.97735852),0.97735852
2121,C0037317,Sleep disturbances,en_2121,None,None,Dyssomnia (Usagi match score=0.969332039),0.969332039
2122,C0037361,Smell Perception,en_2122,None,None,Perception (Usagi match score=0.755763173),0.755763173
2123,C0037366,Smoke,en_2123,None,None,Smoke (Usagi match score=1),1
2124,C0037383,Sneezing,en_2124,None,None,Sneezing (Usagi match score=1),1
2125,C0037392,Soaps,en_2125,None,None,Soapstone Mine (Usagi match score=0.672166646),0.672166646
2126,C0037420,Social Interaction,en_2126,None,None,Interaction with others (Usagi match score=1),1
2127,C0037447,Socialization,en_2127,None,None,Socialization alteration (Usagi match score=0.847374022),0.847374022
2128,C0037455,Societies,en_2128,None,None,Societe Rexim (Usagi match score=0.594677567),0.594677567
2129,C0037473,Sodium,en_2129,None,None,Sodium (Usagi match score=1),1
2130,C0037494,Sodium Chloride,en_2130,None,None,sodium chloride (Usagi match score=1),1
2131,C0037506,Sodium Dodecyl Sulfate,en_2131,None,None,sodium dodecyl sulfate 250 MG/ML (Usagi match score=0.908975244),0.908975244
2132,C0037513,Heparin sodium,en_2132,None,None,Heparin Sodium (Usagi match score=1),1
2133,C0037567,Sodium Valproate,en_2133,None,None,valproic acid 100 MG Oral Tablet (Usagi match score=0.865184844),0.865184844
2134,C0037633,Solutions,en_2134,None,None,Solution (Usagi match score=0.76461786),0.76461786
2135,C0037638,Solvents,en_2135,None,None,Solvents (Usagi match score=1),1
2136,C0037663,Somatotropin,en_2136,None,None,Somatotropin antigen (Usagi match score=0.807091653),0.807091653
2137,C0037709,Sound - physical agent,en_2137,None,None,Sound wave (Usagi match score=1),1
2138,C0037783,Species Specificity,en_2138,None,None,Specific (Usagi match score=0.666801035),0.666801035
2139,C0037864,Spermatogenesis,en_2139,None,None,Spermatogenesis (Usagi match score=1),1
2140,C0037866,Spermatogonia,en_2140,None,None,Spermatogonia (Usagi match score=1),1
2141,C0037868,sperm cell,en_2141,None,None,Germ cell (Usagi match score=0.820034206),0.820034206
2142,C0037900,Sphingolipids,en_2142,None,None,Sphingolipid (Usagi match score=0.908054411),0.908054411
2143,C0037929,Spinal Cord Injuries,en_2143,None,None,Spinal cord injury (Usagi match score=0.828652799),0.828652799
2144,C0037982,Spironolactone,en_2144,None,None,spironolactone (Usagi match score=1),1
2145,C0037993,Spleen,en_2145,None,None,Spleen (Usagi match score=1),1
2146,C0037995,Splenectomy,en_2146,None,None,Splenectomy (Usagi match score=1),1
2147,C0038013,Ankylosing spondylitis,en_2147,None,None,Ankylosing spondylitis (Usagi match score=1),1
2148,C0038039,Sports,en_2148,None,None,Sports (Usagi match score=1),1
2149,C0038056,Sputum,en_2149,None,None,Sputum (Usagi match score=1),1
2150,C0038071,Squalene,en_2150,None,None,Squalene (Usagi match score=1),1
2151,C0038143,Stannous Fluoride,en_2151,None,None,stannous fluoride (Usagi match score=1),1
2152,C0038148,Stanolone,en_2152,None,None,mestanolone (Usagi match score=0.836165249),0.836165249
2153,C0038170,Genus staphylococcus,en_2153,None,None,Staphylococcus (Usagi match score=1),1
2154,C0038172,Staphylococcus aureus,en_2154,None,None,Staphylococcus aureus (Usagi match score=1),1
2155,C0038187,Starvation,en_2155,None,None,Starvation (Usagi match score=1),1
2156,C0038218,Status Asthmaticus,en_2156,None,None,Acute severe refractory exacerbation of asthma (Usagi match score=1),1
2157,C0038239,Steel,en_2157,None,None,Steele (Usagi match score=0.957401454),0.957401454
2158,C0038250,Stem cells,en_2158,None,None,Stem cell (Usagi match score=0.843913734),0.843913734
2159,C0038257,Stents,en_2159,None,None,Tents (Usagi match score=0.911358476),0.911358476
2160,C0038273,Stereotypic Movement Disorder,en_2160,None,None,Stereotypy habit disorder (Usagi match score=1),1
2161,C0038317,Steroids,en_2161,None,None,Steroids (Usagi match score=1),1
2162,C0038410,Streptococcus pneumoniae,en_2162,None,None,Streptococcus pneumoniae (Usagi match score=1),1
2163,C0038418,Streptokinase,en_2163,None,None,streptokinase (Usagi match score=1),1
2164,C0038432,Streptozocin,en_2164,None,None,streptozocin (Usagi match score=1),1
2165,C0038435,Stress,en_2165,None,None,Stress (Usagi match score=1),1
2166,C0038436,"Stress Disorders, Post-Traumatic",en_2166,None,None,Posttraumatic stress disorder (Usagi match score=0.862448215),0.862448215
2167,C0038441,"Stress Disorders, Traumatic",en_2167,None,None,Post Traumatic Stress Disorder (Usagi match score=0.729439318),0.729439318
2168,C0038443,"Stress, Psychological",en_2168,None,None,Stress (Usagi match score=0.804617643),0.804617643
2169,C0038454,Cerebrovascular accident,en_2169,None,None,Cerebrovascular accident (Usagi match score=1),1
2170,C0038463,Strongyloidiasis,en_2170,None,None,Infection by Strongyloides (Usagi match score=1),1
2171,C0038492,student,en_2171,None,None,Student (Usagi match score=1),1
2172,C0038495,"Students, Medical",en_2172,None,None,Medical student (Usagi match score=0.703228414),0.703228414
2173,C0038496,"Students, Nursing",en_2173,None,None,Nursing Students (Usagi match score=0.79128027),0.79128027
2174,C0038525,Subarachnoid Hemorrhage,en_2174,None,None,Subarachnoid hemorrhage (Usagi match score=1),1
2175,C0038536,Subcutaneous Emphysema,en_2175,None,None,Subcutaneous emphysema (Usagi match score=1),1
2176,C0038586,Substance Use Disorders,en_2176,None,None,Substance use disorder score (Usagi match score=0.846398413),0.846398413
2177,C0038638,Suction drainage,en_2177,None,None,Suction drainage (Usagi match score=1),1
2178,C0038661,Suicide,en_2178,None,None,Suicide (Usagi match score=1),1
2179,C0038720,"Sulfates, Inorganic",en_2179,None,None,Inorganic sulfate (Usagi match score=0.767610371),0.767610371
2180,C0038739,Sulfides,en_2180,None,None,Sulfide (Usagi match score=0.937269151),0.937269151
2181,C0038766,Sulfonylurea Compounds,en_2181,None,None,Sulfonylurea (Usagi match score=0.734083235),0.734083235
2182,C0038792,Sulindac,en_2182,None,None,sulindac (Usagi match score=1),1
2183,C0038817,Sunlight,en_2183,None,None,Sunlight (Usagi match score=1),1
2184,C0038826,Superinfection,en_2184,None,None,Infection (Usagi match score=0.742277563),0.742277563
2185,C0038836,Superoxides,en_2185,None,None,Peroxide (Usagi match score=0.727081478),0.727081478
2186,C0038838,Superoxide Dismutase,en_2186,None,None,superoxide dismutase (Usagi match score=1),1
2187,C0038842,Supervision,en_2187,None,None,Supervision (Usagi match score=1),1
2188,C0038884,Surface Properties,en_2188,None,None,Surface (Usagi match score=0.690921426),0.690921426
2189,C0038887,Surface Tension,en_2189,None,None,Surface (Usagi match score=0.785772502),0.785772502
2190,C0038901,Ophthalmologic Surgical Procedures,en_2190,None,None,Ophthalmological test (Usagi match score=0.75526458),0.75526458
2191,C0038902,Gynecologic Surgical Procedures,en_2191,None,None,Operation on female genital organs (Usagi match score=0.910145998),0.910145998
2192,C0038941,Surgical Wound Infection,en_2192,None,None,Postoperative wound infection (Usagi match score=0.866136611),0.866136611
2193,C0039005,Family suidae,en_2193,None,None,Suidae (Usagi match score=1),1
2194,C0039029,Symbiosis,en_2194,None,None,Symbiosis (Usagi match score=1),1
2195,C0039051,Sympatholytics,en_2195,None,None,Poisoning by antiadrenergic drug (Usagi match score=0.738469899),0.738469899
2196,C0039070,Syncope,en_2196,None,None,Syncope (Usagi match score=1),1
2197,C0039082,Syndrome,en_2197,None,None,Disease (Usagi match score=1),1
2198,C0039194,T-Lymphocyte,en_2198,None,None,T-lymphocyte deficiency (Usagi match score=0.784618974),0.784618974
2199,C0039195,"T-Lymphocytes, Cytotoxic",en_2199,None,None,Cytotoxic T lymphocyte (Usagi match score=0.653813124),0.653813124
2200,C0039198,Regulatory T-Lymphocytes,en_2200,None,None,Candida antigen T-lymphocyte stimulation (Usagi match score=0.629585803),0.629585803
2201,C0039215,CD4 Positive T Lymphocytes,en_2201,None,None,T lymphocyte positive for CD4 antigen (Usagi match score=0.740633488),0.740633488
2202,C0039225,Tablets,en_2202,None,None,ICaps tablets (Usagi match score=0.636866629),0.636866629
2203,C0039231,Tachycardia,en_2203,None,None,Tachycardia (Usagi match score=1),1
2204,C0039239,"Tachycardia, Sinus",en_2204,None,None,Sinus tachycardia (Usagi match score=0.838581741),0.838581741
2205,C0039286,Tamoxifen,en_2205,None,None,Tamoxifen (Usagi match score=1),1
2206,C0039294,Tannic Acid,en_2206,None,None,tannic acid (Usagi match score=1),1
2207,C0039309,Target Population,en_2207,isa Population Group,None,Population (Usagi match score=0.725610018),0.725610018
2208,C0039338,Taste Disorders,en_2208,None,None,Disease (Usagi match score=0.7767784),0.7767784
2209,C0039341,tat Protein,en_2209,None,None,Protein (Usagi match score=0.762592494),0.762592494
2210,C0039409,Tears body substance,en_2210,None,None,Body substance (Usagi match score=0.766559124),0.766559124
2211,C0039462,Tellurium,en_2211,None,None,tellurium (Usagi match score=1),1
2212,C0039480,Genetic Template,en_2212,None,None,Gene template (Usagi match score=0.755041122),0.755041122
2213,C0039503,Tendinitis,en_2213,None,None,Tendinitis (Usagi match score=1),1
2214,C0039548,terminal patient care,en_2214,None,None,Patient care terminated (Usagi match score=0.822552562),0.822552562
2215,C0039597,Testis,en_2215,None,None,Testis (Usagi match score=1),1
2216,C0039601,Testosterone,en_2216,None,None,testosterone (Usagi match score=1),1
2217,C0039614,Tetanus,en_2217,None,None,Tetanus (Usagi match score=1),1
2218,C0039644,Tetracycline,en_2218,None,None,tetracycline (Usagi match score=1),1
2219,C0039651,Tetracyclines,en_2219,None,None,tetracycline (Usagi match score=0.962510824),0.962510824
2220,C0039730,Thalassemia,en_2220,None,None,Thalassemia (Usagi match score=1),1
